Generation,max
327,4.698745058
328,4.698745058
329,4.698745058
330,4.698745058
331,4.698745058
332,4.698745058
333,4.698745058
334,4.698745058
335,4.698745058
336,4.698745058
337,4.698745058
338,4.698745058
339,4.698745058
340,4.698745058
341,4.698745058
342,4.698745058
343,4.698745058
344,4.698745058
345,4.698745058
346,4.698745058
347,4.698745058
348,4.698745058
349,4.698745058
350,4.698745058
351,4.698745058
352,4.698745058
353,4.698745058
354,4.698745058
355,4.698745058
356,4.698745058
357,4.698745058
358,4.698745058
359,4.698745058
360,4.698745058
361,4.698745058
362,4.698745058
363,4.698745058
364,4.698745058
365,4.698745058
366,4.698745058
367,4.698745058
368,4.698745058
369,4.698745058
370,4.698745058
371,4.698745058
372,4.698745058
373,4.698745058
374,4.698745058
375,4.698745058
376,4.698745058
377,4.698745058
378,4.698745058
379,4.698745058
380,4.698745058
381,4.698745058
382,4.698745058
383,4.698745058
384,4.698745058
385,4.698745058
386,4.698745058
387,4.698745058
388,4.698745058
389,4.698745058
390,4.698745058
391,4.699350071
392,4.699350071
393,4.699350071
394,4.699350071
395,4.699350071
396,4.699350071
397,4.699350071
398,4.699350071
399,4.699350071
400,4.699350071
401,4.699350071
402,4.699350071
403,4.699350071
404,4.699350071
405,4.699350071
406,4.699350071
407,4.699350071
408,4.699350071
409,4.699350071
410,4.699350071
411,4.699350071
412,4.699350071
413,4.699350071
414,4.699350071
415,4.699350071
416,4.699350071
417,4.699350071
418,4.699350071
419,4.699350071
420,4.699350071
421,4.699350071
422,4.699350071
423,4.699350071
424,4.699350071
425,4.699350071
426,4.699350071
427,4.705494054
428,4.705494054
429,4.705494054
430,4.705494054
431,4.705494054
432,4.705494054
433,4.705494054
434,4.705494054
435,4.705494054
436,4.705494054
437,4.705494054
438,4.705494054
439,4.705494054
440,4.705494054
441,4.705494054
442,4.705494054
443,4.705494054
444,4.705494054
445,4.705494054
446,4.705494054
447,4.705494054
448,4.705494054
449,4.705494054
450,4.705494054
451,4.705494054
452,4.705494054
453,4.705494054
454,4.705494054
455,4.705494054
456,4.705494054
457,4.705494054
458,4.705494054
459,4.705494054
460,4.705494054
461,4.705494054
462,4.705494054
463,4.705494054
464,4.705494054
465,4.705494054
466,4.705494054
467,4.705494054
468,4.705494054
469,4.705494054
470,4.705494054
471,4.705494054
472,4.705494054
473,4.705494054
474,4.705494054
475,4.705494054
476,4.705494054
477,4.705494054
478,4.705494054
479,4.705494054
480,4.705494054
481,4.705494054
482,4.705494054
483,4.705494054
484,4.705494054
485,4.705494054
486,4.705494054
487,4.705494054
488,4.705494054
489,4.705494054
490,4.705494054
491,4.705494054
492,4.705494054
493,4.705494054
494,4.705494054
495,4.705494054
496,4.705494054
497,4.705494054
498,4.705494054
499,4.705494054
500,4.705494054
501,4.705494054
502,4.705494054
503,4.705494054
504,4.705494054
505,4.705494054
506,4.705494054
507,4.705494054
508,4.705494054
509,4.705494054
510,4.705494054
511,4.705494054
512,4.705494054
513,4.705494054
514,4.705494054
515,4.705494054
516,4.705494054
517,4.705494054
518,4.705494054
519,4.705494054
520,4.705494054
521,4.705494054
522,4.705494054
523,4.705494054
524,4.705494054
525,4.705494054
526,4.705494054
527,4.705494054
528,4.705494054
529,4.705494054
530,4.705494054
531,4.705494054
532,4.705494054
533,4.705494054
534,4.705494054
535,4.705494054
536,4.705494054
537,4.705494054
538,4.705494054
539,4.705494054
540,4.705494054
541,4.705494054
542,4.705494054
543,4.705494054
544,4.705494054
545,4.705494054
546,4.705494054
547,4.705494054
548,4.705494054
549,4.705494054
550,4.705494054
551,4.705494054
552,4.705494054
553,4.705494054
554,4.705494054
555,4.705494054
556,4.705494054
557,4.705494054
558,4.705494054
559,4.705494054
560,4.705494054
561,4.705494054
562,4.705494054
563,4.705494054
564,4.705494054
565,4.705494054
566,4.705494054
567,4.705494054
568,4.705494054
569,4.705494054
570,4.705494054
571,4.705494054
572,4.705494054
573,4.705494054
574,4.705494054
575,4.705494054
576,4.705494054
577,4.705494054
578,4.705494054
579,4.705494054
580,4.705494054
581,4.705494054
582,4.705494054
583,4.705494054
584,4.705494054
585,4.705494054
586,4.705494054
587,4.705494054
588,4.705494054
589,4.705494054
590,4.705494054
591,4.705494054
592,4.705494054
593,4.705494054
594,4.705494054
595,4.705494054
596,4.705494054
597,4.705494054
598,4.705494054
599,4.705494054
600,4.705494054
601,4.705494054
602,4.705494054
603,4.705494054
604,4.705494054
605,4.705494054
606,4.705494054
607,4.705494054
608,4.705494054
609,4.705494054
610,4.705494054
611,4.705494054
612,4.705494054
613,4.705494054
614,4.705494054
615,4.705494054
616,4.705494054
617,4.705494054
618,4.705494054
619,4.705494054
620,4.705494054
621,4.705494054
622,4.705494054
623,4.705494054
624,4.705494054
625,4.705494054
626,4.705494054
627,4.705494054
628,4.705494054
629,4.705494054
630,4.705494054
631,4.705494054
632,4.705494054
633,4.705494054
634,4.705494054
635,4.705494054
636,4.705494054
637,4.705494054
638,4.705494054
639,4.705494054
640,4.705494054
641,4.705494054
642,4.705494054
643,4.705494054
644,4.705494054
645,4.705494054
646,4.705494054
647,4.705494054
648,4.705494054
649,4.705494054
650,4.705494054
651,4.705494054
652,4.705494054
653,4.705494054
654,4.705494054
655,4.705494054
656,4.705494054
657,4.705494054
658,4.705494054
659,4.705494054
660,4.705494054
661,4.705494054
662,4.705494054
663,4.705494054
664,4.705494054
665,4.705494054
666,4.705494054
667,4.705494054
668,4.705494054
669,4.705494054
670,4.705494054
671,4.705494054
672,4.705494054
673,4.705494054
674,4.705494054
675,4.705494054
676,4.705494054
677,4.705494054
678,4.705494054
679,4.705494054
680,4.705494054
681,4.705494054
682,4.705494054
683,4.705494054
684,4.705494054
685,4.705494054
686,4.705494054
687,4.705494054
688,4.705494054
689,4.705494054
690,4.705494054
691,4.705494054
692,4.705494054
693,4.705494054
694,4.705494054
695,4.705494054
696,4.705494054
697,4.705494054
698,4.705494054
699,4.705494054
700,4.705494054
701,4.705494054
702,4.705494054
703,4.705494054
704,4.705494054
705,4.705494054
706,4.705494054
707,4.705494054
708,4.705494054
709,4.705494054
710,4.705494054
711,4.705494054
712,4.705494054
713,4.705494054
714,4.705494054
715,4.705494054
716,4.705494054
717,4.705494054
718,4.705494054
719,4.705494054
720,4.705494054
721,4.705494054
722,4.705494054
723,4.705494054
724,4.705494054
725,4.705494054
726,4.705494054
727,4.705494054
728,4.705494054
729,4.705494054
730,4.705494054
731,4.705494054
732,4.705494054
733,4.705494054
734,4.705494054
735,4.705494054
736,4.705494054
737,4.705494054
738,4.705494054
739,4.705494054
740,4.705494054
741,4.705494054
742,4.705494054
743,4.705494054
744,4.705494054
745,4.705494054
746,4.705494054
747,4.705494054
748,4.705494054
749,4.705494054
750,4.705494054
751,4.705494054
752,4.705494054
753,4.705494054
754,4.705494054
755,4.705494054
756,4.705494054
757,4.705494054
758,4.705494054
759,4.705494054
760,4.705494054
761,4.705494054
762,4.705494054
763,4.705494054
764,4.705494054
765,4.705494054
766,4.705494054
767,4.705494054
768,4.705494054
769,4.705494054
770,4.705494054
771,4.705494054
772,4.705494054
773,4.705494054
774,4.705494054
775,4.705494054
776,4.705494054
777,4.705494054
778,4.705494054
779,4.705494054
780,4.705494054
781,4.705494054
782,4.705494054
783,4.705494054
784,4.705494054
785,4.705494054
786,4.705494054
787,4.705494054
788,4.705494054
789,4.705494054
790,4.705494054
791,4.705494054
792,4.705494054
793,4.705494054
794,4.705494054
795,4.705494054
796,4.705494054
797,4.705494054
798,4.705494054
799,4.705494054
800,4.705494054
801,4.705494054
802,4.705494054
803,4.705494054
804,4.705494054
805,4.705494054
806,4.705494054
807,4.705494054
808,4.705494054
809,4.705494054
810,4.705494054
811,4.705494054
812,4.705494054
813,4.705494054
814,4.705494054
815,4.705494054
816,4.705494054
817,4.705494054
818,4.705494054
819,4.705494054
820,4.705494054
821,4.705494054
822,4.705494054
823,4.705494054
824,4.705494054
825,4.705494054
826,4.705494054
827,4.705494054
828,4.705494054
829,4.705494054
830,4.705494054
831,4.705494054
832,4.705494054
833,4.705494054
834,4.705494054
835,4.705494054
836,4.705494054
837,4.705494054
838,4.705494054
839,4.705494054
840,4.705494054
841,4.705494054
842,4.705494054
843,4.705494054
844,4.705494054
845,4.705494054
846,4.705494054
847,4.705494054
848,4.705494054
849,4.705494054
850,4.705494054
851,4.705494054
852,4.705494054
853,4.705494054
854,4.705494054
855,4.705494054
856,4.705494054
857,4.705494054
858,4.705494054
859,4.705494054
860,4.705494054
861,4.705494054
862,4.705494054
863,4.705494054
864,4.705494054
865,4.705494054
866,4.705494054
867,4.705494054
868,4.705494054
869,4.705494054
870,4.705494054
871,4.705494054
872,4.705494054
873,4.705494054
874,4.705494054
875,4.705494054
876,4.705494054
877,4.705494054
878,4.705494054
879,4.705494054
880,4.705494054
881,4.705494054
882,4.705494054
883,4.705494054
884,4.705494054
885,4.705494054
886,4.705494054
887,4.705494054
888,4.705494054
889,4.705494054
890,4.705494054
891,4.705494054
892,4.705494054
893,4.705494054
894,4.705494054
895,4.705494054
896,4.705494054
897,4.705494054
898,4.705494054
899,4.705494054
900,4.705494054
901,4.705494054
902,4.705494054
903,4.705494054
904,4.705494054
905,4.705494054
906,4.705494054
907,4.705494054
908,4.705494054
909,4.705494054
910,4.705494054
911,4.705494054
912,4.705494054
913,4.708445978
914,4.708445978
915,4.708445978
916,4.708445978
917,4.708445978
918,4.708445978
919,4.708445978
920,4.708445978
921,4.708445978
922,4.708445978
923,4.708445978
924,4.708445978
925,4.708445978
926,4.708445978
927,4.708445978
928,4.708445978
929,4.708445978
930,4.708445978
931,4.708445978
932,4.708445978
933,4.708445978
934,4.708445978
935,4.708445978
936,4.708445978
937,4.708445978
938,4.708445978
939,4.708445978
940,4.708445978
941,4.708445978
942,4.708445978
943,4.708445978
944,4.708445978
945,4.708445978
946,4.708445978
947,4.708445978
948,4.708445978
949,4.708445978
950,4.708445978
951,4.708445978
952,4.708445978
953,4.708445978
954,4.708445978
955,4.708445978
956,4.708445978
957,4.708445978
958,4.708445978
959,4.708445978
960,4.708445978
961,4.708445978
962,4.708445978
963,4.708445978
964,4.708445978
965,4.708445978
966,4.708445978
967,4.708445978
968,4.708445978
969,4.708445978
970,4.708445978
971,4.708445978
972,4.708445978
973,4.708445978
974,4.708445978
975,4.708445978
976,4.708445978
977,4.708445978
978,4.708445978
979,4.708445978
980,4.708445978
981,4.708445978
982,4.708445978
983,4.708445978
984,4.708445978
985,4.708445978
986,4.708445978
987,4.708445978
988,4.708445978
989,4.708445978
990,4.708445978
991,4.708445978
992,4.708445978
993,4.708445978
994,4.708445978
995,4.708445978
996,4.708445978
997,4.708445978
998,4.708445978
999,4.708445978
1000,4.708445978
